Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
,"Dijual Tanah Lokasi Strategis di Condet, Luas 4150m², Dekat Condet, Jakarta Timur, Jakarta Timur",Rp75 Miliar Total,Harga per m² Rp.18 Juta,LT4150 m²,SHM,,,,"Condet, Jakarta Timur",Jakarta Timur,"Kramat Jati,",
,DIJUAL TANAH KOSONG PAS & COCOK U/ INVEST,Rp480 Juta Total,Harga per m² Rp.10 Juta,LT48 m²,HGB,,,,"Rawamangun, Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,Kavling murah jakarta timur,Rp348 Juta Total,"Harga per m² Rp.6,7 Juta",LT52 m²,AJB,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,Dijual Tanah Luas SHM di Pinang Ranti Zona Komersial,Rp35 Miliar Total,"Harga per m² Rp.23,5 Juta",LT1486 m²,SHM,,,,"Makasar, Jakarta Timur",Jakarta Timur,makasar,
,Dijual Tanah Kavling Citra Gran Cibubur,"Rp1,35 Miliar Total","Harga per m² Rp.8,13 Juta",LT166 m²,HGB,,,,"Cibubur, Jakarta Timur, Cakung",Jakarta Timur,Cakung,
,Dijual Tanah Kavling di Belakang Raffles Hills Cibubur Cocok untuk bangun cluster,"Rp7,69 Miliar Total","Harga per m² Rp.4,5 Juta",LT1710 m²,SHM,,,,"Cibubur, Jakarta Timur, Cakung",Jakarta Timur,Cakung,
,Jual Cepat Tanah Boulevard Citra Gran Cibubur,"Rp2,45 Miliar Total",Harga per m² Rp.10 Juta,LT245 m²,HGB,,,,"Cibubur, Jakarta Timur, Cakung",Jakarta Timur,Cakung,
,"Dijual Tanah Kavling dalam Cluster komplek IPTN, Dekat ke Stasiun LRT Harjamukti Cibubur","Rp1,57 Miliar Total","Harga per m² Rp.7,5 Juta",LT210 m²,SHM,,,,"Cibubur, Jakarta Timur, Cakung",Jakarta Timur,Cakung,
,"Tanah Kawasan Cipinang, Luas 190m², Dekat Fasilitas, Prospek Menjanjikan","Rp2,5 Miliar Total",lebih hemat,LT190 m²,Lainnya,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"AREA PROSPEKTIF! Tanah di Rawamangun, Luas 570m², Akses Fasilitas Umum","Rp11,6 Miliar Total","Harga per m² Rp.20,3 Juta",LT570 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,Tanah Di Perumahan Dprd Cibubur Jakarta Timur,"Rp6,5 Miliar Total",Harga per m² Rp.13 Juta,LT500 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,Dijual Tanah Daerah Kayu Putih Pulo Gadung Jakarta Timur,"Rp1,94 Miliar Total",lebih hemat,LT139 m²,SHM,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,Tanah dijual,Rp6 Miliar Total,Harga per m² Rp.10 Juta,LT600 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,Tanah Strategis Harga Dibawah Pasaran Luas 1.037 Di Rawamangun,Rp35 Miliar Total,"Harga per m² Rp.33,7 Juta",LT1037 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Bisnis di Cibubur, Luas 181m², Akses Mudah","Rp1,65 Miliar Total","Harga per m² Rp.9,11 Juta",LT181 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Premium Kawasan Duren Sawit, Luas 8920m², Cocok untuk Investasi","Rp4,01 Triliun Total",Harga per m² Rp.45 Miliar,LT8920 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Area Strategis Kawasan Raffles Hills, Luas 2571m², Cocok untuk Investasi","Rp23,1 Miliar Total",Harga per m² Rp.9 Juta,LT2571 m²,SHM,,,,"Raffles Hills, Jakarta Timur",Jakarta Timur,Raffles Hills,
,"HARGA TERBAIK! Tanah Kawasan Pulo Asem, Luas 117m², Jalur Strategis, Area Potensial",Rp22 Juta Total,Harga per m² Rp.188 Ribu,LT117 m²,SHM,,,,"Pulo Asem, Jakarta Timur",Jakarta Timur,Pulo Asem,
,"Tanah Premium di Rawamangun, Luas 6242m², Ideal untuk Investasi",Rp99 Miliar Total,"Harga per m² Rp.15,8 Juta",LT6242 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"LOKASI PREMIUM! Tanah di Cakung, Luas 286m², Ideal untuk Investasi","Rp9,81 Miliar Total","Harga per m² Rp.3,43 Miliar",LT286 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"LOKASI STRATEGIS! Tanah Kawasan Kota Wisata, Luas 401m², Kawasan Berkembang, Cocok untuk Investasi",Rp9 Juta Total,"Harga per m² Rp.22,4 Ribu",LT401 m²,Lainnya,,,,"Kota Wisata, Jakarta Timur",Jakarta Timur,Kota Wisata,
,"Tanah di Kayu Putih, Luas 513m², Dekat Kayu Putih, Jakarta Timur, Jakarta Timur","Rp64,1 Miliar Total","Harga per m² Rp.12,5 Miliar",LT513 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Kawasan Pondok Kelapa, Luas 480m², Akses Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp9,5 Juta Total","Harga per m² Rp.19,7 Ribu",LT480 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Rawamangun, Luas 700m², Area Potensial, Dekat Rawamangun, Jakarta Timur, Jakarta Timur",Rp70 Miliar Total,Harga per m² Rp.10 Miliar,LT700 m²,Lainnya,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Strategis Kawasan Cakung, Luas 6427m², Ideal untuk Perumahan",Rp109 Miliar Total,Harga per m² Rp.17 Juta,LT6427 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"LOKASI STRATEGIS! Tanah di Jatiwaringin, Luas 590m², Kawasan Berkembang, Cocok untuk Investasi","Rp57,8 Miliar Total","Harga per m² Rp.9,8 Miliar",LT590 m²,SHM,,,,"Jatiwaringin, Jakarta Timur",Jakarta Timur,Jatiwaringin,
,"Jual Tanah Area Berkembang Kawasan Citra Grand, Luas 345m², Akses Citra Grand, Jakarta Timur, Jakarta Timur","Rp3,69 Miliar Total","Harga per m² Rp.10,7 Juta",LT345 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Tanah Strategis Kawasan Pondok Kelapa, Luas 73m², Ideal untuk Perumahan",Rp657 Juta Total,Harga per m² Rp.9 Juta,LT73 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"HARGA TERBAIK! Tanah di Citra Grand, Luas 153m², Dekat Jalan Utama, Cocok untuk Hunian","Rp1,55 Miliar Total","Harga per m² Rp.10,1 Juta",LT153 m²,SHM,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"For Sale Tanah Kawasan Citra Grand, Luas 319m², Lokasi Potensial","Rp8,7 Juta Total","Harga per m² Rp.27,2 Ribu",LT319 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Tanah Kawasan Citra Grand, Luas 194m², Lokasi Strategis","Rp7,8 Juta Total","Harga per m² Rp.40,2 Ribu",LT194 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"LOKASI PREMIUM! Tanah Kawasan Setu, Luas 300m², Cocok untuk Investasi","Rp1,95 Miliar Total",lebih hemat,LT300 m²,SHM,,,,"Setu, Jakarta Timur",Jakarta Timur,cipayung,
,"PROSPEKTIF! Tanah Kawasan , Luas 1152m2m², Lokasi Strategis",Rp16 Miliar Total,lebih hemat,LT1152 m²,Lain-lain,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,Tanah Strategis Padat Siap Bangun Di Jl. Raya Bogor Pasar Rebo Jakarta Timur.,"Rp14,7 Miliar Total","Harga per m² Rp.22,1 Juta",LT665 m²,SHM,,,,"Pasar Rebo, Jakarta Timur",Jakarta Timur,Pasar Rebo,
,"Tanah Komersial di Rawamangun, Luas 528m², Akses Mudah",Rp10 Miliar Total,lebih hemat,LT528 m²,Lainnya,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Dijual Tanah di Cipayung, Luas 1649m², Akses Strategis","Rp10,2 Miliar Total","Harga per m² Rp.6,2 Juta",LT1649 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"LOKASI STRATEGIS! Tanah di Ciracas, Luas 400m², Lokasi Potensial, Cocok untuk Investasi",Rp232 Juta Total,Harga per m² Rp.580 Ribu,LT400 m²,Lainnya,,,,"Pondok Cabe, Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
,"Dijual Tanah di Cibubur, Luas 314m², Area Potensial, Kontur Datar",Rp9 Juta Total,"Harga per m² Rp.28,6 Ribu",LT314 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Area Prospektif di Citra Grand, Luas 530m², Dekat ke Pusat Kota","Rp11,5 Juta Total","Harga per m² Rp.21,7 Ribu",LT530 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"PRIME LOCATION! Tanah di Pondok Ranggon, Luas 885m², Cocok untuk Investasi","Rp17,2 Miliar Total","Harga per m² Rp.1,95 Miliar",LT885 m²,SHM,,,,"Pondok Ranggon, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Lokasi Prima Kawasan Pondok Kelapa, Luas 138m², Lingkungan Nyaman, Akses Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp8,7 Juta Total",Harga per m² Rp.63 Ribu,LT138 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Citra Grand, Luas 234m², Lokasi Potensial, Lingkungan Nyaman","Rp10,6 Juta Total","Harga per m² Rp.45,3 Ribu",LT234 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"LOKASI STRATEGIS! Tanah di Citra Grand, Luas 282m², Kawasan Potensial, Cocok untuk Investasi","Rp2,39 Miliar Total",lebih hemat,LT282 m²,SHM,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Tanah Lokasi Strategis di Cipayung, Luas 65m², Akses ke Pusat Kota","Rp5,52 Juta Total","Harga per m² Rp.8,5 Juta",LT65 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"HARGA MENARIK! Tanah di Cipayung, Luas 70m², Lingkungan Asri",Rp595 Juta Total,"Harga per m² Rp.8,5 Juta",LT70 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Kawasan Pondok Bambu, Luas 250m², Area Strategis, Kawasan Asri",Rp10 Juta Total,Harga per m² Rp.40 Ribu,LT250 m²,SHM,,,,"Pondok Bambu, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Klender, Luas 518m², Kawasan Bisnis","Rp3,62 Miliar Total",lebih hemat,LT518 m²,Lainnya,,,,"Klender, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Makasar, Luas 150m², Area Premium, Prospek Menjanjikan","Rp1,6 Miliar Total","Harga per m² Rp.10,6 Juta",LT150 m²,SHM,,,,"Makasar, Jakarta Timur",Jakarta Timur,makasar,
,"Tanah Premium di Dewi Sartika, Luas 550m², Dekat Dewi Sartika, Jakarta Timur, Jakarta Timur","Rp16,5 Miliar Total",Harga per m² Rp.30 Juta,LT550 m²,SHM,,,,"Dewi Sartika, Jakarta Timur",Jakarta Timur,Dewi Sartika,
,"Jual Tanah Area Strategis Kawasan Dewi Sartika, Luas 550m², Ideal untuk Investasi","Rp16,5 Miliar Total",Harga per m² Rp.30 Juta,LT550 m²,Lainnya,,,,"Dewi Sartika, Jakarta Timur",Jakarta Timur,Dewi Sartika,
,"Dijual Tanah Lokasi Strategis di Cibubur, Luas 2500m2m², Akses Cibubur, Jakarta Timur, Jakarta Timur",Rp40 Miliar Total,Harga per m² Rp.16 Juta,LT2500 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"PROSPEKTIF! Tanah di Citra Grand, Luas 286m², Area Berkembang","Rp2,28 Miliar Total",lebih hemat,LT286 m²,SHM,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Jual Tanah Lokasi Strategis Kawasan Cibubur, Luas 500m², Akses Cibubur, Jakarta Timur, Jakarta Timur",Rp11 Miliar Total,Harga per m² Rp.22 Juta,LT500 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"PRIME LOCATION! Tanah Kawasan Cibubur, Luas 319m², Ideal untuk Investasi","Rp3,19 Miliar Total",Harga per m² Rp.10 Juta,LT319 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"HARGA MENARIK! Tanah Kawasan Pulo Gadung, Luas 43000m², Lingkungan Asri",Rp602 Miliar Total,Harga per m² Rp.14 Juta,LT43000 m²,SHM,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Area Prospektif di Cakung, Luas 3325m², Akses ke Fasilitas, Lingkungan Nyaman",Rp31 Miliar Total,lebih hemat,LT3325 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Cipayung, Luas 170m², Akses Pusat Kota, Prospek Menjanjikan","Rp1,1 Miliar Total","Harga per m² Rp.6,5 Juta",LT170 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"HARGA MENARIK! Tanah di Pulogebang, Luas 2300m², Area Nyaman",Rp30 Miliar Total,Harga per m² Rp.13 Juta,LT2300 m²,SHM,,,,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,
,"Tanah Kawasan Cakung, Luas 350m², Sertifikat Hak Milik, Dekat Cakung, Jakarta Timur, Jakarta Timur","Rp3,67 Miliar Total","Harga per m² Rp.10,5 Juta",LT350 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"For Sale Tanah di Kayu Putih, Luas 300m², Area Potensial","Rp7,5 Miliar Total",Harga per m² Rp.25 Juta,LT300 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"TANAH PROSPEKTIF! Tanah Kawasan Cipinang, Luas 715m², Jalur Strategis",Rp13 Miliar Total,"Harga per m² Rp.18,1 Juta",LT715 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Lokasi Prima Kawasan Matraman, Luas 940m², Lingkungan Nyaman, Akses Matraman, Jakarta Timur, Jakarta Timur",Rp18 Miliar Total,"Harga per m² Rp.19,1 Juta",LT940 m²,SHM,,,,"Matraman, Jakarta Timur",Jakarta Timur,Matraman,
,"Tanah di Kayu Putih, Luas 300m², Akses Strategis","Rp7,5 Miliar Total",Harga per m² Rp.25 Juta,LT300 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"AREA PROSPEKTIF! Tanah Kawasan Pondok Kelapa, Luas 204m², Dekat Transportasi","Rp1,5 Miliar Total",lebih hemat,LT204 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Cibubur, Luas 404m², Jalur Mudah","Rp2,92 Miliar Total",lebih hemat,LT404 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Jual Tanah Kawasan Condet, Luas 300m², Lingkungan Nyaman, Kontur Datar",Rp17 Juta Total,"Harga per m² Rp.56,6 Ribu",LT300 m²,Lainnya,,,,"Condet, Jakarta Timur",Jakarta Timur,"Kramat Jati,",
,"Tanah di Cibubur, Luas 137m², Dekat Jalan Raya, Area Berkembang",Rp753 Juta Total,lebih hemat,LT137 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Dijual Tanah Kawasan Pulo Gadung, Luas 600m², Akses Pulo Gadung, Jakarta Timur, Jakarta Timur",Rp12 Miliar Total,Harga per m² Rp.20 Juta,LT600 m²,SHM,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah di Citra Grand, Luas 216m², Lokasi Premium, Potensi Bagus",Rp10 Juta Total,"Harga per m² Rp.46,3 Ribu",LT216 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Tanah Kawasan Pondok Kelapa, Luas 75m², Area Potensial, Lingkungan Nyaman, Bebas Banjir",Rp712 Juta Total,"Harga per m² Rp.9,5 Juta",LT75 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"POTENSIAL! Tanah Kawasan Pondok Kelapa, Luas 474m², Area Berkembang","Rp21,3 Miliar Total","Harga per m² Rp.4,5 Miliar",LT474 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Kawasan Cipayung, Luas 126m², Lokasi Strategis, Lingkungan Nyaman, Kontur Datar","Rp11,3 Juta Total",Harga per m² Rp.9 Juta,LT126 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Lokasi Strategis di Kayu Putih, Luas 130m², Dekat ke Fasilitas Umum","Rp3,25 Miliar Total","Harga per m² Rp.2,5 Miliar",LT130 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Dijual Tanah Kawasan Rawamangun, Luas 528m², Area Berkembang",Rp10 Miliar Total,lebih hemat,LT528 m²,Lainnya,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"PROSPEKTIF! Tanah di Pondok Kelapa, Luas 200m², Area Berkembang","Rp2,35 Miliar Total","Harga per m² Rp.11,7 Juta",LT200 m²,SHM,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"HARGA TERBAIK! Tanah di Bambu Apus, Luas 4837m², Lokasi Strategis","Rp33,8 Miliar Total",Harga per m² Rp.7 Juta,LT4837 m²,SHM,,,,"Bambu Apus, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Lokasi Potensial Kawasan Cibubur, Luas 600m², Dekat ke Fasilitas Umum, Dekat Cibubur, Jakarta Timur, Jakarta Timur","Rp5,1 Triliun Total","Harga per m² Rp.8,5 Miliar",LT600 m²,Lainnya,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Lokasi Strategis di Duren Sawit, Luas 883m², Akses ke Fasilitas Umum",Rp11 Miliar Total,"Harga per m² Rp.12,5 Juta",LT883 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Lokasi Potensial di Cipayung, Luas 132m², Dekat ke Pusat Kota","Rp1,58 Miliar Total",Harga per m² Rp.12 Juta,LT132 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah Lokasi Prima Kawasan Pulo Gadung, Luas 2392m², Kawasan Nyaman, Akses Pulo Gadung, Jakarta Timur, Jakarta Timur",Rp20 Miliar Total,lebih hemat,LT2392 m²,Lainnya,,,,"Pulo Gadung, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah di Duren Sawit, Luas 209m², Akses Pusat Kota, Cocok untuk Properti",Rp2 Miliar Total,lebih hemat,LT209 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Strategis Kawasan Cipinang, Luas 775m², Ideal untuk Investasi","Rp10,9 Miliar Total",Harga per m² Rp.14 Juta,LT775 m²,SHM,,,,"Cipinang, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Tanah Bisnis Kawasan Kramat Jati, Luas 1842m², Akses Mudah",Rp46 Miliar Total,"Harga per m² Rp.24,9 Juta",LT1842 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"HOT DEAL! Tanah Kawasan Kramat Jati, Luas 1842m², Area Strategis",Rp46 Miliar Total,"Harga per m² Rp.24,9 Juta",LT1842 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah di Duren Sawit, Luas 330m², Lokasi Strategis","Rp4,95 Miliar Total",Harga per m² Rp.15 Juta,LT330 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"HOT DEAL! Tanah di Duren Sawit, Luas 480m², Area Strategis","Rp5,28 Miliar Total",Harga per m² Rp.11 Juta,LT480 m²,SHM,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Area Prospektif di Citra Grand, Luas 234m², Dekat ke Pusat Kota","Rp5,85 Miliar Total","Harga per m² Rp.2,5 Miliar",LT234 m²,Lainnya,,,,"Citra Grand, Jakarta Timur",Jakarta Timur,Citra Grand,
,"Jual Tanah Lokasi Prima di Cipayung, Luas 885m², Akses Fasilitas Umum","Rp24,3 Miliar Total","Harga per m² Rp.2,75 Miliar",LT885 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"HOT DEAL! Tanah di Kayu Putih, Luas 300m², Lokasi Premium","Rp7,5 Miliar Total",Harga per m² Rp.25 Juta,LT300 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Dijual Tanah Area Berkembang Kawasan Pondok Bambu, Luas 180m², Akses Pondok Bambu, Jakarta Timur, Jakarta Timur","Rp2,6 Miliar Total","Harga per m² Rp.14,4 Juta",LT180 m²,Lainnya,,,,"Pondok Bambu, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah Lokasi Potensial Kawasan Cibubur, Luas 660m², Dekat ke Fasilitas Umum, Akses Cibubur, Jakarta Timur, Jakarta Timur","Rp4,5 Miliar Total",lebih hemat,LT660 m²,SHM,,,,"Cibubur, Jakarta Timur",Jakarta Timur,ciracas,
,"PENAWARAN MENARIK! Tanah di Cakung, Luas 102m², Area Berkembang","Rp1,07 Miliar Total","Harga per m² Rp.10,5 Juta",LT102 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah Area Potensial di Rawamangun, Luas 1156m², Lingkungan Asri, Akses Rawamangun, Jakarta Timur, Jakarta Timur",Rp52 Miliar Total,Harga per m² Rp.45 Juta,LT1156 m²,SHM,,,,"Rawamangun, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Jual Tanah Area Berkembang di Pondok Ranggon, Luas 1669m², Dekat Fasilitas Umum",Rp10 Miliar Total,"Harga per m² Rp.5,99 Juta",LT1669 m²,SHM,,,,"Pondok Ranggon, Jakarta Timur",Jakarta Timur,cipayung,
,"Jual Tanah Lokasi Strategis Kawasan Jakarta Garden City, Luas 421m², Dekat Transportasi",Rp273 Juta Total,Harga per m² Rp.648 Ribu,LT421 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"HARGA MENARIK! Tanah di Jakarta Garden City, Luas 210m², Area Asri",Rp137 Juta Total,Harga per m² Rp.652 Ribu,LT210 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"Tanah Kawasan Jakarta Garden City, Luas 420m², Area Strategis, Lingkungan Nyaman, Kontur Datar",Rp273 Juta Total,Harga per m² Rp.650 Ribu,LT420 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
,"For Sale Tanah Kawasan Kramat Jati, Luas 7383m2m², Lokasi Potensial",Rp107 Miliar Total,"Harga per m² Rp.14,5 Juta",LT7383 m²,Lainnya,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah Kawasan Ciracas, Luas 665m², Akses Jalan Raya, Area Berkembang","Rp12,6 Miliar Total",Harga per m² Rp.19 Juta,LT665 m²,SHM,,,,"Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
,"Jual Tanah Kawasan Cakung, Luas 1300m², Lokasi Potensial, Kontur Rata",Rp39 Miliar Total,Harga per m² Rp.30 Juta,LT1300 m²,SHM,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Kayu Putih, Luas 208m², Dekat Fasilitas, Ideal untuk Properti","Rp10,8 Miliar Total","Harga per m² Rp.5,2 Miliar",LT208 m²,SHM,,,,"Kayu Putih, Jakarta Timur",Jakarta Timur,pulo gadung,
,"Jual Tanah Area Prospektif di Pulomas, Luas 462m², Akses Pulomas, Jakarta Timur, Jakarta Timur","Rp8,31 Miliar Total",Harga per m² Rp.18 Juta,LT462 m²,SHM,,,,"Pulomas, Jakarta Timur",Jakarta Timur,Pulomas,
,"HARGA TERBAIK! Tanah Kawasan Kramat Jati, Luas 251m², Akses Jalan Utama, Cocok untuk Investasi",Rp4 Miliar Total,"Harga per m² Rp.15,9 Juta",LT251 m²,SHM,,,,"Kramat Jati, Jakarta Timur",Jakarta Timur,kramat jati,
,"Tanah di Cakung, Luas 240m², Area Potensial","Rp2,64 Miliar Total",Harga per m² Rp.11 Juta,LT240 m²,Lainnya,,,,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,
,"Tanah di Pasar Rebo, Luas 1367m², Dekat Pusat Kota, Potensi Menjanjikan","Rp65,6 Triliun Total",Harga per m² Rp.48 Miliar,LT1367 m²,SHM,,,,"Pasar Rebo, Jakarta Timur",Jakarta Timur,Pasar Rebo,
,"Tanah di Pulogebang, Luas 3500m², Akses Pulogebang, Jakarta Timur, Jakarta Timur",Rp28 Miliar Total,Harga per m² Rp.8 Juta,LT3500 m²,Lainnya,,,,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,
,"Tanah Area Berkembang di Cipayung, Luas 1118m², Dekat ke Fasilitas Umum, Dekat Cipayung, Jakarta Timur, Jakarta Timur","Rp9,5 Miliar Total","Harga per m² Rp.8,49 Juta",LT1118 m²,SHM,,,,"Cipayung, Jakarta Timur",Jakarta Timur,cipayung,
,"Tanah di Duren Sawit, Luas 1008m², Akses Mudah",Rp8 Miliar Total,"Harga per m² Rp.7,93 Juta",LT1008 m²,Lainnya,,,,"Duren Sawit, Jakarta Timur",Jakarta Timur,duren sawit,
,"Tanah di Ciracas, Luas 1583m², Akses Jalan Raya, Area Berkembang","Rp20,5 Miliar Total",Harga per m² Rp.13 Juta,LT1583 m²,Lainnya,,,,"Ciracas, Jakarta Timur",Jakarta Timur,ciracas,
,"Tanah Kawasan Pondok Kelapa, Luas 94m², Status Hak Milik, Akses Pondok Kelapa, Jakarta Timur, Jakarta Timur","Rp1,26 Miliar Total","Harga per m² Rp.13,5 Juta",LT94 m²,Lainnya,,,,"Pondok Kelapa, Jakarta Timur",Jakarta Timur,duren sawit,
,"Jual Tanah Kawasan Jakarta Garden City, Luas 1000m², Lokasi Potensial",Rp17 Miliar Total,Harga per m² Rp.17 Juta,LT1000 m²,Lainnya,,,,"Jakarta Garden City, Jakarta Timur",Jakarta Timur,"Cakung,",
