Product_sku_0,Place_name_0,Total_Price_0,Price_per_meter_0,Land_Area_0,Certificate_0,Land_Dimensions_0,Property_Type_0,Ad_Type_0,Place_PostalAddress_addressLocality_0,BreadcrumbList_ListItem_name_2,BreadcrumbList_ListItem_name_3,Product_description_0
Dijual,"Kavling Dilokasi Strategis Jl Kamal Raya,tegal Alur,kalideres 0034 Chr",Rp 187 Miliar Total,"Rp 7,5 Juta /m²",25000 m²,SHM,,-x200 m,Tanah,"Kalideres, Jakarta Barat",Jakarta Barat,Kalideres,"Kavling ini berada di kawasan Jl Kamal Raya,Tegal Alur,Kalideres, Jakarta Barat.

Luas tanah 25.000 m2 (lebar depan sekitar 200 m).  

Cocok untuk dibangun komplek pergudangan, sekolah atau perumahan.

Lokasi sangat nyaman, aman dan strategis dekat Perumahan Taman Kencana, SMA Yadika 2, PLN USAT Cengkareng, STO Telkom Tegal Alur, Terminal Kalideres dan Bandara Soekarno Hatta."
las8979267,For Sale Jual Tanah Kavling Murah Jln.condet Raya Jaktim,"Rp 1,31 Miliar Total",Rp 13 Juta /m²,101 m²,SHM,,Tanah,Dijual,"Condet, Jakarta Timur",Jakarta Timur,Condet,"Tanah di Condet.

Dapatkan tanah 1 lantai yang modern ini,  dijual menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.

Spesifikasi Utama Properti:
  - Sertifikat: SHM - Sertifikat Hak Milik

Fitur unggulan:

  - Bisa KPR.
  - Bebas Banjir.
  - Dekat Akses KRL.
  - Dekat Akses Transjakarta.
  - Dekat Akses Bus Kota.
  - Dekat Akses LRT.
  - Dekat Akses Bandara.
  - Dekat Sekolah Negeri.
  - Dekat Universitas.
  - Dekat Sekolah Internasional.
  - Dekat Tempat Ibadah.
  - Lokasi di Pusat Kota.
  - Lokasi Pinggiran Kota.
  - Dekat Kawasan Bisnis & Industri.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Aset Kepemilikan Pribadi (Tangan Pertama).
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Lokasi Strategis.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Properti Eksklusif.
  - Dijual Cepat Butuh Uang.
  - Hitungan Tanah Kavling.

Terletak di Condet, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 13.000.000, anda bisa memiliki hunian eksklusif yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Jangan lewatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Condet yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut!"
las3936689,"Dijual cepat Tanah luas 706 m2 strategis di Kavling DKI, Meruya",Rp 6 Miliar Total,"Rp 8,5 Juta /m²",706 m² (30x23m),SHM,30x23 m,Tanah,Dijual,"Meruya, Jakarta Barat",Jakarta Barat,Meruya,"Dijual cepat tanah luas 706 m2 SHM strategis dekat jalan raya, hanya berjarak 50 mtr dari jalan raya Kavling DKI. 

Harga Kavling / Tanah: 8,5 juta / m2 nego
Total: 6 M nego.
Jalan masuk 2 mobil.

Lokasi strategis di Meruya Selatan, Kembangan, Jakarta Barat. Cocok buat gudang, workshop, dll.

Hub: 08197889xxx / 083878531xxx."
las3936689,"Dijual cepat Tanah luas 706 m2 strategis di Kavling DKI, Meruya",Rp 6 Miliar Total,"Rp 8,5 Juta /m²",706 m² (30x23m),SHM,30x23 m,Tanah,Dijual,"Meruya, Jakarta Barat",Jakarta Barat,Meruya,"Dijual cepat tanah luas 706 m2 SHM strategis dekat jalan raya, hanya berjarak 50 mtr dari jalan raya Kavling DKI. 

Harga Kavling / Tanah: 8,5 juta / m2 nego
Total: 6 M nego.
Jalan masuk 2 mobil.

Lokasi strategis di Meruya Selatan, Kembangan, Jakarta Barat. Cocok buat gudang, workshop, dll.

Hub: 08197889xxx / 083878531xxx."
las8978321,Tanah Murah di Cipete Lokasi Strategis Dekat MRT Jarang Ada,"Rp 4,2 Miliar Total",,163 m²,SHM,,Tanah,Dijual,"Cipete, Jakarta Selatan",Jakarta Selatan,Cipete,"Tanah Murah di Cipete Lokasi Strategis Dekat MRT Jarang Ada

Tanah di Jl. Keuangan
LT : 163 m2

Harga 4,2 M (Nego)"
Dijual,Tanah di Kebayoran Baru Petogogan Lokasi Strategis Jarang Ada,"Rp 5,3 Miliar Total",,250 m² (25x10m),SHM,,25x10 m,Tanah,"Kebayoran Baru, Jakarta Selatan",Jakarta Selatan,Kebayoran Baru,"Tanah di Kebayoran Baru Petogogan Lokasi Strategis Jarang Ada

LT 250m2
Dimensi  (10x25)
Cocok utk bikin kostan dan rumah tinggal
SHM

Lokasi : deket ke Gandaria city, PIM, Blok M dan stasiun MRT Blok A, 

Harga 5,3 M (Nego)"
las8978329,Tanah Siap Bangun Lokasi Strategis Cipete Komplek Mpr Jarang Ada,"Rp 5,8 Miliar Total",,278 m² (17x16m),SHM,17x16 m,Tanah,Dijual,"Cipete, Jakarta Selatan",Jakarta Selatan,Cipete,"Tanah Siap Bangun Lokasi Strategis di Cipete Komplek MPR Jarang Ada

Dijual tanah kosong dalam komplek di komplek MPR cipete Luas 278m2 dimensi 17x16m2 hoek hadap utara dan barat shm 


Harga 5.8M nego"
las8978331,Tanah Kavling Murah di Scbd Kebayoran Baru Jaksel,Rp 10 Miliar Total,,184 m² (18x10m),Lainnya,18x10 m,Tanah,Dijual,"Kebayoran Baru, Jakarta Selatan",Jakarta Selatan,Kebayoran Baru,"KELEBIHAN:

1. Lokasi di jalan besar (jalan depan muat 2 mobil dan bukan gang)
2. Ada bangunan tua dan dijual hitung tanah saja
3. Kawasan di lokasi strategis di kawasan perkantoran Jaksel dan bergengsi (SCBD)
4. Dokumen surat rumah tersedia lengkap
5. Masih bisa nego sampai jadi

Segera survey agar tidak bersaing dengan calon buyer lainnya.

Hubungi sekarang juga:
0813-22499245 / 0822-51433597

RI"
las8978318,Tanah Kavling Siap Bangun di Lingkungan Tenang Akses 2 Mobil di Kebayoran Bar,"Rp 9,5 Miliar Total",,224 m² (20x11m),Lainnya,20x11 m,Tanah,Dijual,"Kebayoran Baru, Jakarta Selatan",Jakarta Selatan,Kebayoran Baru,"Tanah Kavling Siap Bangun di Lingkungan Tenang Akses 2 Mobil di Kebayoran Baru

Lt. 224 m2
Kavling siap bangun.
SHM
Bentuk tanah kotak. 
Dimensi : 11 x 20 mtr.

Harga : 9,5 M Nego"
las3172286,"Dijual Tanah Girik, Peluang Investasi, Jl. Raya Khafie, Dekat Tol Brigif","Rp 7,8 Miliar Total",,643 m² (30x19m),Girik,30x19 m,Tanah,Dijual,"Jagakarsa, Jakarta Selatan",Jakarta Selatan,Jagakarsa,"》》》GIRIK

Investasi kedepan bagus bgt

* Lokasi sangat strategis 

* 1,1 km Gate Brigif Tol Desari 

* 11 km Gate Tol Cinere-Jagorawi 

* 5,1 km Transmart Cilandak 

* 6,7 km MRT Fatmawati 

* 8,3 km Citos Mall 

* Terbaik investasi properti, 
   perkantoran, usaha kuliner 

* Tidak banjir"
las4300882,"Tanah Lokasi Strategis Di Jati Padang, Jakarta Selatan – Dekat Kantor, Hotel & Apartemen","Rp 32,4 Miliar Total",Rp 23 Juta /m²,1411 m²,Lainnya,,Tanah,Dijual,"Jati Padang, Jakarta Selatan",Jakarta Selatan,Jati Padang,"Tanah di Jati Padang, Jakarta Selatan. 

For sale di wilayah yang nyaman. Dengan rinciannya adalah sebagai berikut:
SERTIFIKAT : SHGB & SHP
LUAS LAHAN : 1.411 M²
LEBAR MUKA : 37 METER

INTENSITAS

KOMERSIAL :
KLB : 11
KDB : 6,39%
KDH : 20%
KTB : 60%

APARTEMEN:
KLB : 11
KDB : 55%
KDH : 20%
KTB : 60%



Dan properti ini juga terdepan karena:

  - Bebas Banjir.
  - Dekat Sekolah Negeri.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Universitas.
  - Dekat Fasilitas Kesehatan.
  - Dekat Tempat Ibadah.
  - Dekat Taman Kota.
  - Dekat Pusat Bisnis.
  - Sejuk.
  - Cocok Untuk Investasi.
  - Cocok Untuk Dijual Kembali.
  - Properti Bisa Nego.
  - Lokasi Strategis.
  - Hitungan Tanah Meter Persegi.

Keberadaan tanah berikut terjangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.

Dengan Rp. 23.000.000, anda bisa langsung dapatkan tanah strategis di daerah Jati Padang ini."
las3270247,Tanah Dijual Dibawah Njop Dipinggir Jalan Kramat Jati S5724,"Rp 31,7 Miliar Total",,2263 m²,SHM,,Tanah,Dijual,"Condet, Jakarta Timur",Jakarta Timur,Condet,Dekat Lippo Mall Kramat Jati Pasar Induk RS Polri Harga 35 pct dibawah NJOP cocok untuk usaha mobil listrik  Untuk informasi lebih detail mengenai properti silahkan hubungi kontak diprofil saya  #78584
las8940044,"Dijual Cepat ! Istimewa!! Rumah Hitung Tanah Saja, Di Jl H. Ipin Dalam, Pondok Labu, Jakarta Selatan Dki Jakarta","Rp 4,8 Miliar Total",,373 m²,SHM,,Tanah,Dijual,"Pondok Labu, Jakarta Selatan",Jakarta Selatan,Pondok Labu,"Tanah di Pondok Labu.

Dapatkan tanah 1 lantai yang modern ini,  dijual menghadirkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian aman.

Spesifikasi Utama Properti:
  - Sertifikat: SHM - Sertifikat Hak Milik

Fitur unggulan:

Building Size : 200 m2
Land Size : 373 m2
  - Bisa KPR.
  - Siap Huni.
  - Bebas Banjir.
  - Dekat Taman Kota.
  - Dekat Tempat Ibadah.
  - Dekat Tempat Wisata.
  - Dekat Fasilitas Kesehatan.
  - Dekat Universitas.
  - Dekat Sekolah Negeri.
  - Dekat Sekolah Internasional.
  - Dekat Pusat Perbelanjaan.
  - Dekat Akses Bandara.
  - Dekat Akses Bus Kota.
  - Dekat Akses KRL.
  - Lokasi di Pusat Kota.
  - Adem & Sejuk.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Lokasi Strategis.
  - Akses Jalan Muat 2 Mobil.
  - Properti Bisa Nego.
  - Lokasi Bebas Banjir.
  - One Gate System.
  - Bisa KPR.
  - Properti Eksklusif.
  - Properti Mewah.
  - Dijual Cepat Butuh Uang.
  - Hitungan Tanah Kavling.
  - Hitungan Tanah Meter Persegi.
  - Hitungan Tanah Kosong.

Berlokasi di Pondok Labu, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 4.800.000.xxx Nego, anda bisa memiliki hunian premium yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Ambil kesempatan untuk menikmati investasi di kawasan Pondok Labu yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut! Yunia ☎ 0813172xxxx<"
las8964633,Jual Tanah Plus Bangunan Kedoya Selatan Jakarta Barat Tanah di Kedoya Selatan 207.0 m² SHM,Rp 10 Miliar Total,,207 m² (18x12m),SHM,18x12 m,Tanah,Dijual,"Kedoya Selatan, Jakarta Barat",Jakarta Barat,Kedoya Selatan,"DIJUAL CEPAT !!

TANAH PLUS BANGUNAN
Kedoya Selatan - Jakarta Barat

LT : 11.5 × 18 (207 M²)
SHM
Hadap Timur
IMB 2 Lantai (GSB 6.5m)
PBB sampai 2025 Lunas
Lebar Jalan 2 Mobil
Lokasi Sangat Strategis
Direct Owner
(SY)

Harga Jual : 10 Miliar

Gretha
RE/MAX HARVEST
08129337xxxx"
las8983925,Tanah Kavling Cantik Hook Hadap Barat Utara Kompleks Perumahan,"Rp 9,52 Miliar Total",Rp 28 Juta /m²,340 m²,SHM,,Tanah,Dijual,"Puri Indah, Jakarta Barat",Jakarta Barat,Puri Indah,"Tanah di Puri Indah.

Miliki tanah yang modern ini,  dijual menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.

Spesifikasi Utama Properti:
  - Sertifikat: SHM - Sertifikat Hak Milik

Fitur unggulan:

  - Bebas Banjir.
  - Dekat Akses Tol Bandara Soekarno Hatta
  - 12 menit ke Sekolah Internasional Global Sevilla School
  - 7 menit ke Pusat Perbelanjaan Puri Indah Mall dan Lippo Mall Puri
  - 7 menit ke Sekolah Katolik Notre Dame dan 5 menit ke IPEKA
  - 7 menit ke RS Pondok Indah - Puri

Terletak di Puri Indah, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 28.000.000, anda bisa memiliki hunian istimewa yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Jangan lewatkan kesempatan untuk menikmati investasi di kawasan Puri Indah yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut!"
las8951961,Dijual Tanah Bonus Bangunan Cocok Bangun Kost Tanah di Kemanggisan SHM 290.0 m²,"Rp 5,2 Miliar Total",,290 m²,SHM,,Tanah,Dijual,"Kemanggisan, Jakarta Barat",Jakarta Barat,Kemanggisan,"DIJUAL SANGAT MURAH !!
HARGA NJOP, LANGKA & JARANG ADA !!

TANAH BONUS BANGUNAN
Kemanggisan - Jakarta Barat

LT : 10 × 29 (290 M²)
SHM & IMB Lengkap
Dalam Plong & Sangat Luas
Listrik 13.000 Watt
Hadap Utara
Bebas Banjir
Lebar Jalan 2 Mobil
Lokasi Sangat Strategis
Lingkungan Tenang dan Nyaman
Bisa Bangun Kost²an, Gudang atau Tempat Tinggal
Direct Owner
(RH)

Harga Jual : 5.2 Miliar

Gretha
RE/MAX HARVEST
08129337xxxx"
las8870044,Kavling Siap Bangum Best And Strategic Area Langsung Jalan Raya Kebagusan Dalam Townhouse One Gate System Security 24jam,Rp 910 Juta Total,Rp 13 Juta /m²,70 m²,SHM,,Tanah,Dijual,"Kebagusan, Jakarta Selatan",Jakarta Selatan,Kebagusan,"Kavling siap bangum Best and Strategic Area langsung jalan raya kebagusan 
Dalam Townhouse One Gate System Security 24jam 

Row lebar 5 meter

Spesifikasi :

Unit on siap bangun 
SHM,IMB&PBB (pecah per kavling)
LT :  61m² sd 130m²
Free PBG/IMB 3 Lantai 
HARGA 13juta/meter
Akses Jalan : 2 Mobil 
Bebas Banjir : YA

Bisa Cash atau KPR
Untuk KPR dibantu sampai akad kredit notaris

Note : untuk survey lokasi konfirmasi 1 hari sebelum nya"
Dijual,Dijual Tanah Kavling Lokasi Strategis Di Srengseng Jakarta Barat,"Rp 2,3 Miliar Total",,150 m² (7x21m),SHM,,7x21 m,Tanah,"Srengseng, Jakarta Barat",Jakarta Barat,Srengseng,"Tanah di Srengseng.

Temukan tanah 1 lantai yang modern ini,  dijual menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian nyaman.

Spesifikasi Utama Properti:
  - Sertifikat: SHM - Sertifikat Hak Milik

Fitur unggulan:

  - Bebas Banjir.
  - Dekat Akses Transjakarta.
  - Dekat Fasilitas Kesehatan.
  - Lokasi Pinggiran Kota.
  - Lingkungan Tenang dan Damai.
  - Cocok Untuk Investasi.
  - Properti Bisa Nego.
  - Akses Jalan Muat 2 Mobil.
  - Hitungan Tanah Meter Persegi.

Terletak di Srengseng, tanah ini memberikan kemudahan akses ke berbagai fasilitas menarik.

Dengan harga Rp. 2.300.000.xxx, anda bisa memiliki hunian premium yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Manfaatkan kesempatan untuk menikmati pengalaman tinggal di kawasan Srengseng yang nyaman ini!

Hubungi segera untuk informasi lebih lanjut!"
Dijual,Kavling Murah Di Keutamaan Gajah Mada Jakarta Barat.,"Rp 5,7 Miliar",,214 m² (26x8m),HGB,,26x8 m,Tanah,"Tamansari, Jakarta Barat",Jakarta Barat,Tamansari,"Tanah ngantong lebar belakang. 
luas tanah 214.
jalan depan 4 mobil
cocok untuk hunian, kantor, kos kosan, gudang toko Dan lain lain
peruntukan komersil. dekat akses mrt, trans Jakarta Dan juga pusat bisnis Dan pusat pemerintahan."
las8808611,Dijual Tanah Luas Siap Pakai Cocok Untuk Usaha du Pulo Gebang Jakarta Timur,"Rp 8,5 Miliar Total",,675 m²,SHM,,Tanah,Dijual,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,"Dijual Tanah dan Bangunan Toko Lokasi Strategis di Jalan Utama di Pulo Gebang Jakarta Timur

Luas tanah 33,75x20 = 675m2
Luas bangunan 100m2
PLN 3.500w
Ror jalan 2 mobil
Posisi di hook
SHM
Harga 8,5M nego

#OLVenM2"
las8982202,Kavling Pluit Lokasi Strategis Cocok Untuk Komersil,Rp 9 Miliar Total,,294 m²,HGB,,Tanah,Dijual,"Pluit, Jakarta Utara",Jakarta Utara,Pluit,"Kavling Pluit dengan lokasi strategis 
dikelilingi oleh Rumah sakit , transportasi umum, hotel dan gedung perkantoran"
las8986516,Rumah Hitung Tanah Di Gandaria Selatan.,"Rp 7,31 Miliar Total",Rp 17 Juta /m²,430 m² (27x16m),SHM,27x16 m,Tanah,Dijual,"Cilandak, Jakarta Selatan",Jakarta Selatan,Cilandak,"Bismillah,
Jual rumah hitung tanah saja !
SHM / meter 17 juta ( negotiable )
Harga : 7,310 M ( nego )
Area sangat strategis cocok jika mau bangun kos2-an atau investasi.
Fasilitas :
Halaman luas plus carport 2 mobil + garasi luar 3 mobil.
Kamar utama 4 + 1 kamar ART
Kamar mandi 2 + 1 kamar mandi ART
Selling points :
-. 1 km ke stasiun MRT hj.nawi ( 5 menit )
-. 1 km ke Pondok Indah mal ( 5 menit )
-. 1.3 km ke ITC Fatmawati ( 7 menit )
-. 2.7 km ke Pasar Blok A ( 9 menit )
-. 3.4 km ke Plasa Blok M ( 12 menit )
-. 4.8 km ke RS. Fatmawati ( 15 menit )
-. 5 km ke Cilandak Town Square ( 16 menit )
-. 3.9 km ke Kemang Village ( 13 menit )
-. 5.7 km ke Al Azhar Pusat ( 19 menit )
-. 3.4 km ke RS. Pondok Indah ( 9 menit )
-. 300 meter Alfamart & indomaret ( 3 menit jalan kaki )

Akses mudah transportasi umum banyak karena di daerah strategis, jalan depan rumah akses 2 mobil. Rumah dipinggir jalan bukan masuk ke dalam gang tepatnya di Jl. Madrasah Gandaria selatan Cilandak Jakarta Selatan
SHM & PBB rumah sudah terbayarkan s/d th 2023
*Dekat ke sekolah2 favorit dari SD - SMA
*Pastinya daerah"
las8987513,Tanah Kavling Di Perumahan Taman Modern Pulogebang Cakung,"Rp 3,6 Miliar Total",Rp 10 Juta /m²,360 m² (20x18m),HGB,20x18 m,Tanah,Dijual,"Cakung, Jakarta Timur",Jakarta Timur,Cakung,"Dijual Tanah Kavling Hook Siap Bangun di Perumahan Taman Modern, Pulogebang, Cakung, Jakarta Timur
Luas tanah : 360 m2
Dimensi tanah : 18 x 20 
Hadap : Selatan & Timur
SHGB

Tanah Kavling Hook
Keamanan 24 Jam
Dekat Akses Toll Cakung
Dekat Akses Terminal Terpadu Pulogebang
Dekat Kelapa Gading
Dekat Aeon Mall Cakung
Dekat IKEA Cakung
Dekat Sekolah Al Azhar 
Dekat Kantor Wali Kota Jakarta Timur

Harga Rp. 10 Juta per meter Nego

LL"
las8808611,Dijual Tanah Luas Siap Pakai Cocok Untuk Usaha du Pulo Gebang Jakarta Timur,"Rp 8,5 Miliar Total",,675 m²,SHM,,Tanah,Dijual,"Pulogebang, Jakarta Timur",Jakarta Timur,Pulogebang,"Dijual Tanah dan Bangunan Toko Lokasi Strategis di Jalan Utama di Pulo Gebang Jakarta Timur

Luas tanah 33,75x20 = 675m2
Luas bangunan 100m2
PLN 3.500w
Ror jalan 2 mobil
Posisi di hook
SHM
Harga 8,5M nego

#OLVenM2"
las8982202,Kavling Pluit Lokasi Strategis Cocok Untuk Komersil,Rp 9 Miliar Total,,294 m²,HGB,,Tanah,Dijual,"Pluit, Jakarta Utara",Jakarta Utara,Pluit,"Kavling Pluit dengan lokasi strategis 
dikelilingi oleh Rumah sakit , transportasi umum, hotel dan gedung perkantoran"
las8986516,Rumah Hitung Tanah Di Gandaria Selatan.,"Rp 7,31 Miliar Total",Rp 17 Juta /m²,430 m² (27x16m),SHM,27x16 m,Tanah,Dijual,"Cilandak, Jakarta Selatan",Jakarta Selatan,Cilandak,"Bismillah,
Jual rumah hitung tanah saja !
SHM / meter 17 juta ( negotiable )
Harga : 7,310 M ( nego )
Area sangat strategis cocok jika mau bangun kos2-an atau investasi.
Fasilitas :
Halaman luas plus carport 2 mobil + garasi luar 3 mobil.
Kamar utama 4 + 1 kamar ART
Kamar mandi 2 + 1 kamar mandi ART
Selling points :
-. 1 km ke stasiun MRT hj.nawi ( 5 menit )
-. 1 km ke Pondok Indah mal ( 5 menit )
-. 1.3 km ke ITC Fatmawati ( 7 menit )
-. 2.7 km ke Pasar Blok A ( 9 menit )
-. 3.4 km ke Plasa Blok M ( 12 menit )
-. 4.8 km ke RS. Fatmawati ( 15 menit )
-. 5 km ke Cilandak Town Square ( 16 menit )
-. 3.9 km ke Kemang Village ( 13 menit )
-. 5.7 km ke Al Azhar Pusat ( 19 menit )
-. 3.4 km ke RS. Pondok Indah ( 9 menit )
-. 300 meter Alfamart & indomaret ( 3 menit jalan kaki )

Akses mudah transportasi umum banyak karena di daerah strategis, jalan depan rumah akses 2 mobil. Rumah dipinggir jalan bukan masuk ke dalam gang tepatnya di Jl. Madrasah Gandaria selatan Cilandak Jakarta Selatan
SHM & PBB rumah sudah terbayarkan s/d th 2023
*Dekat ke sekolah2 favorit dari SD - SMA
*Pastinya daerah"
las8982452,Tanah Alas Tua Semanan Pinggir Jalan Raya,Rp 60 Miliar Total,Rp 5 Juta /m²,12000 m²,SHM,,Tanah,Dijual,"Kalideres, Jakarta Barat",Jakarta Barat,Kalideres,"Tanah di pinggir jln. Alas Tua semanan siap bangun. 

gma / efm"
las8986484,Tanah Kavling Permata Buana Lokasi Pinggir Jalan Sangat Strategis,"Rp 11,2 Miliar Total",Rp 31 Juta /m²,363 m²,Lainnya,,Tanah,Dijual,"Kembangan, Jakarta Barat",Jakarta Barat,Kembangan,"Tanah kavling pinggir jalan, lebar 10 mtr, hadap timur. 

rni/efm"
Dijual,Murah Pondok Labu 12 Jutaan Permeter Ex Ruko Ex Indomaret,"Rp 2,9 Miliar Total",,248 m² (20x12m),SHM,,20x12 m,Tanah,"Pondok Labu, Jakarta Selatan",Jakarta Selatan,Pondok Labu,"JUAL CEPAT EXCLUSIVE LISTING

Tanah Dan Bangunan Ruko
Ex INDOMARET 
PONDOK LABU
JAKARTA SELATAN

LT. 248 
LB. +/- 153 ( 1 Lantai)
SHM
Parkir luas
Harga Rp. 3,9 M Turun 3.5 M turun 2.95 M ( nego)

Hub:
08121342xxxx"
las4228427,"Dijual Tanah Di Mangga Besar , SHM , Jakarta barat","Rp 25,5 Miliar Total",Rp 24 Juta /m²,1064 m²,SHM,,Tanah,Dijual,"Mangga Besar, Jakarta Barat",Jakarta Barat,Mangga Besar,"*lokasi Startegis
*Cocok untuk semua usaha

Ahau"
Dijual,"Dijual Tanah 738², Uk 15x49m² , SHM , Tanjung Priok","Rp 6,64 Miliar Total",Rp 9 Juta /m²,738 m² (49x15m),SHM,,49x15 m,Tanah,"Tanjung Priok, Jakarta Utara",Jakarta Utara,Tanjung Priok,"Lebar muka 15m²
Panjang 49m²
Luas keseluruhan 738m²

Rzl"
las8895269,Dijual Tanah Posisi Hook Bonus Rumah Cocok Usaha Atau Kos2an Di Cilandak Jakarta Selatan,"Rp 10,9 Miliar Total",Rp 27 Juta /m²,405 m²,SHM,,Tanah,Dijual,"Cilandak, Jakarta Selatan",Jakarta Selatan,Cilandak,"Dijual Tanah Bonus Rumah Posisi Hook Cocok Untuk Tempat Tinggal Atau Kos2an Di Cilandak Jakarta Selatan 

Luas dijual = 405 m²
Luas tidak dijual = 40 m²
Luas total = 445 m²

SHM

Harga :
27jt/m² x 405 m²
= Rp. 1093500xxxxnegotiable)

* Mahmilzan"
las8847120,"Tanah Komersil Murah Strategis Di Jalan Besar Kembangan Jakarta- Barat Dekat Kantor Walikota, Dekat Mall Puri, Dekat Sekolah Ipeka, Dekat Exit Tol Cocok Untuk Perkantoran, Ruko, Klinik, Gor, Showroom, Bengkel, Dll","Rp 70,5 Miliar Total","Rp 9,4 Juta /m²",7500 m²,SHM,,Tanah,Dijual,"Kembangan, Jakarta Barat",Jakarta Barat,Kembangan,"CoAn 008
Jual  Murah Lahan Strategis Tepi Jalan  Besar Kembangan Komersil Jakarta Barat

~ Luas Tanah 7.500 m2
~ Lokasi Tepi Jalan Besar dan Komersil Jalur besar Kontainer Lega.
~ Dekat ke Toll (3 Menit)
~ Dekat ke Kantor Walikota Jakarta Barat (5 Menit)
~ Dekat ke Mall & Apartemen Puri (5 Menit)
~ Dekat Banyak Pergudangan Dan Perkantoran.
~ Dekat ke Daerah Puri, Meruya , Daerang Semanan, Cengkareng dan Tanggerang.
~ Izin Zona Komersil ( Boleh Apartemen 23 Lantai, Gudang, Kantor dll)
~ Sangat Cocok Untuk Berbagai Bisnis Seperti Perkantoran, Plaza, Perumahan, Sport Center, Gudang, Apartement, dll
~ Surat Leglitas SHM 
~ Jual Murah Rp. 9,4 jt/m"
las2965329,Tanah Di Jl. Anggrek Lestari 594 M² Shm Strategis,Rp 12 Miliar Total,,594 m² (24x23m),HGB,24x23 m,Tanah,Dijual,"Lebak Bulus, Jakarta Selatan",Jakarta Selatan,Lebak Bulus,"Lahan luas 594 m2, ngantong di lokasi strategis Cilandak, dekat MRT, cocok utk rumah tinggal, kos2an ataupun usaha cafe dll"
las8956362,Dijual Tanah Di Kota Wisata Posisi Hook Lokasi Sangat Bagus,"Rp 3,09 Miliar Total",Rp 11 Juta /m²,281 m²,HGB,,Tanah,Dijual,"Kota Wisata, Jakarta Timur",Jakarta Timur,Kota Wisata,"025-70/Kota Wisata

Dijual Kavling posisi hook di Kota Wisata

Lt: 281,6 m²
Sertifikat: HGB 
Harga: 11jt/m²"
las8982392,BANGUNAN TEMPAT USAHA HITUNG TANAH DI PINGGIR JALAN RAYA TEBET,"Rp 13,5 Miliar Total",,448 m²,Lainnya,,Tanah,Dijual,"Tebet, Jakarta Selatan",Jakarta Selatan,Tebet,"BANGUNAN TEMPAT USAHA HITUNG TANAH DI PINGGIR JALAN RAYA TEBET

Lokasi sangat strategis
Di pinggir jalan raya tebet
Cocok untuk usaha kuliner, ruko, kantor dll

SELLING POINT
Dekat fasilitas umum
Cocok utk rumah tinggal dan usaha
Dekat tempat kuliner
Akses ke Kuningan, sudirman, pancoran, halim, dan tol dalam kota
Bebas banjir 

SPEC PROPERTI
Luas Tanah : 448 m²
Garasi / carport : 5
Sertifikat : SHGB
Lebar jalan depan row jalan raya 3 mobil

Additional info :
Jual hitung tanah ( Ada bangunan kantor kurang lebih 100m²  )
Saat ini dalam kondisi tersewa oleh tenant kuliner yang sangat laris

HARGA JUAL Rp 13.5M
RSY #200612"
